Station,Habitat,Trap code,Coord.,Longitude,Latitude,Alt.,Date,Period,Fraction,Number,Dry weights (g),Comments,Status
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,33.24393,3.95261,988,4/21/2015,April,Messor,2,0.00291,,NWT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,33.24393,3.95261,988,4/21/2015,April,Other,,0.0084,,NWT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,33.24393,3.95261,988,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,33.24393,3.95261,988,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,33.24378,3.95208,986,4/21/2015,April,Messor,0,0,,NWT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,33.24378,3.95208,986,4/21/2015,April,Other,,0.00097,,NWT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,33.24378,3.95208,986,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,33.24378,3.95208,986,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,33.24335,3.95221,986,4/21/2015,April,Messor,0,0,,NWT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,33.24335,3.95221,986,4/21/2015,April,Other,,0.00102,,NWT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,33.24335,3.95221,986,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,33.24335,3.95221,986,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,33.24348,3.95279,987,4/21/2015,April,Messor,0,0,,NWT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,33.24348,3.95279,987,4/21/2015,April,Other,,0.01117,,NWT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,33.24348,3.95279,987,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,33.24348,3.95279,987,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,33.24432,3.92586,938,4/21/2015,April,Messor,0,0,,NWT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,33.24432,3.92586,938,4/21/2015,April,Other,,0.00574,,NWT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,33.24432,3.92586,938,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,33.24432,3.92586,938,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,33.24417,3.92532,940,4/21/2015,April,Messor,0,0,,NWT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,33.24417,3.92532,940,4/21/2015,April,Other,,0,,NWT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,33.24417,3.92532,940,4/21/2015,April,Tenebrionidae Diet,1,0.01335,Pot plein d'eau,NWT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,33.24417,3.92532,940,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,33.24373,3.92547,940,4/21/2015,April,Messor,0,0,,NWT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,33.24373,3.92547,940,4/21/2015,April,Other,,0.00746,,NWT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,33.24373,3.92547,940,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,33.24373,3.92547,940,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,33.24386,3.92599,942,4/21/2015,April,Messor,0,0,,NWT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,33.24386,3.92599,942,4/21/2015,April,Other,,0.00119,,NWT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,33.24386,3.92599,942,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,33.24386,3.92599,942,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,33.22191,3.92567,945,4/21/2015,April,Messor,0,0,,NWT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,33.22191,3.92567,945,4/21/2015,April,Other,,0.00948,,NWT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,33.22191,3.92567,945,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,33.22191,3.92567,945,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,33.22178,3.92519,942,4/21/2015,April,Messor,0,0,,NWT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,33.22178,3.92519,942,4/21/2015,April,Other,,0.0293,,NWT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,33.22178,3.92519,942,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,33.22178,3.92519,942,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,33.22134,3.92538,942,4/21/2015,April,Messor,0,0,,NWT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,33.22134,3.92538,942,4/21/2015,April,Other,,0.01574,,NWT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,33.22134,3.92538,942,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,33.22134,3.92538,942,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,33.22149,3.92586,942,4/21/2015,April,Messor,0,0,,NWT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,33.22149,3.92586,942,4/21/2015,April,Other,,0.00355,,NWT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,33.22149,3.92586,942,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,33.22149,3.92586,942,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,33.2215,3.95235,955,4/21/2015,April,Messor,1,0.00116,,NWT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,33.2215,3.95235,955,4/21/2015,April,Other,,0.0064,,NWT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,33.2215,3.95235,955,4/21/2015,April,Tenebrionidae Diet,1,0.01564,Pot plein d'eau,NWT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,33.2215,3.95235,955,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,33.22109,3.95217,955,4/21/2015,April,Messor,0,0,,NWT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,33.22109,3.95217,955,4/21/2015,April,Other,,0.0216,,NWT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,33.22109,3.95217,955,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,33.22109,3.95217,955,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,33.22093,3.95263,954,4/21/2015,April,Messor,0,0,,NWT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,33.22093,3.95263,954,4/21/2015,April,Other,,0.0034,,NWT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,33.22093,3.95263,954,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,33.22093,3.95263,954,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,33.22134,3.95281,956,4/21/2015,April,Messor,0,0,,NWT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,33.22134,3.95281,956,4/21/2015,April,Other,,0.00787,,NWT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,33.22134,3.95281,956,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,33.22134,3.95281,956,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,33.23296,3.93897,951,4/21/2015,April,Messor,0,0,,NWT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,33.23296,3.93897,951,4/21/2015,April,Other,,0.00221,,NWT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,33.23296,3.93897,951,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,33.23296,3.93897,951,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,33.23271,3.93853,951,4/21/2015,April,Messor,0,0,,NWT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,33.23271,3.93853,951,4/21/2015,April,Other,,0.00119,,NWT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,33.23271,3.93853,951,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,33.23271,3.93853,951,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,33.23234,3.93882,952,4/21/2015,April,Messor,0,0,,NWT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,33.23234,3.93882,952,4/21/2015,April,Other,,0.00564,,NWT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,33.23234,3.93882,952,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,33.23234,3.93882,952,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,33.23261,3.93907,952,4/21/2015,April,Messor,0,0,,NWT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,33.23261,3.93907,952,4/21/2015,April,Other,,0.00025,,NWT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,33.23261,3.93907,952,4/21/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,33.23261,3.93907,952,4/21/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW1,REG,VB14SW11,N32.92837 W3.94942,32.92837,3.94942,1034,4/23/2015,April,Messor,0,0,,NWT
VB14SW1,REG,VB14SW11,N32.92837 W3.94942,32.92837,3.94942,1034,4/23/2015,April,Other,,0.04394,,NWT
VB14SW1,REG,VB14SW11,N32.92837 W3.94942,32.92837,3.94942,1034,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW1,REG,VB14SW11,N32.92837 W3.94942,32.92837,3.94942,1034,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW1,REG,VB14SW12,N32.92810 W3.94900,32.9281,3.949,1034,4/23/2015,April,Messor,0,0,,NWT
VB14SW1,REG,VB14SW12,N32.92810 W3.94900,32.9281,3.949,1034,4/23/2015,April,Other,,0.04607,,NWT
VB14SW1,REG,VB14SW12,N32.92810 W3.94900,32.9281,3.949,1034,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW1,REG,VB14SW12,N32.92810 W3.94900,32.9281,3.949,1034,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW1,REG,VB14SW13,N32.92775 W3.94929,32.92775,3.94929,1035,4/23/2015,April,Messor,0,0,,NWT
VB14SW1,REG,VB14SW13,N32.92775 W3.94929,32.92775,3.94929,1035,4/23/2015,April,Other,,0.05921,,NWT
VB14SW1,REG,VB14SW13,N32.92775 W3.94929,32.92775,3.94929,1035,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW1,REG,VB14SW13,N32.92775 W3.94929,32.92775,3.94929,1035,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW1,REG,VB14SW14,N32.92798 W3.94972,32.92798,3.94972,1037,4/23/2015,April,Messor,0,0,,NWT
VB14SW1,REG,VB14SW14,N32.92798 W3.94972,32.92798,3.94972,1037,4/23/2015,April,Other,,0.0481,,NWT
VB14SW1,REG,VB14SW14,N32.92798 W3.94972,32.92798,3.94972,1037,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW1,REG,VB14SW14,N32.92798 W3.94972,32.92798,3.94972,1037,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW2,REG,VB14SW21,N32.92820 W3.92241,32.9282,3.92241,1040,4/23/2015,April,Messor,0,0,,NWT
VB14SW2,REG,VB14SW21,N32.92820 W3.92241,32.9282,3.92241,1040,4/23/2015,April,Other,,0.02206,,NWT
VB14SW2,REG,VB14SW21,N32.92820 W3.92241,32.9282,3.92241,1040,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW2,REG,VB14SW21,N32.92820 W3.92241,32.9282,3.92241,1040,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW2,REG,VB14SW22,N32.92849 W3.92217,32.92849,3.92217,1038,4/23/2015,April,Messor,0,0,,NWT
VB14SW2,REG,VB14SW22,N32.92849 W3.92217,32.92849,3.92217,1038,4/23/2015,April,Other,,0.01461,,NWT
VB14SW2,REG,VB14SW22,N32.92849 W3.92217,32.92849,3.92217,1038,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW2,REG,VB14SW22,N32.92849 W3.92217,32.92849,3.92217,1038,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW2,REG,VB14SW23,N32.92812 W3.92213,32.92812,3.92213,1036,4/23/2015,April,Messor,0,0,,NWT
VB14SW2,REG,VB14SW23,N32.92812 W3.92213,32.92812,3.92213,1036,4/23/2015,April,Other,,0.04681,,NWT
VB14SW2,REG,VB14SW23,N32.92812 W3.92213,32.92812,3.92213,1036,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW2,REG,VB14SW23,N32.92812 W3.92213,32.92812,3.92213,1036,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW2,REG,VB14SW24,N32.92821 W3.92267,32.92821,3.92267,1038,4/23/2015,April,Messor,0,0,,NWT
VB14SW2,REG,VB14SW24,N32.92821 W3.92267,32.92821,3.92267,1038,4/23/2015,April,Other,,0.0285,,NWT
VB14SW2,REG,VB14SW24,N32.92821 W3.92267,32.92821,3.92267,1038,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW2,REG,VB14SW24,N32.92821 W3.92267,32.92821,3.92267,1038,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW3,REG,VB14SW31,N32.90604 W3.92205,32.90604,3.92205,1062,4/23/2015,April,Messor,0,0,,NWT
VB14SW3,REG,VB14SW31,N32.90604 W3.92205,32.90604,3.92205,1062,4/23/2015,April,Other,,0.04164,,NWT
VB14SW3,REG,VB14SW31,N32.90604 W3.92205,32.90604,3.92205,1062,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW3,REG,VB14SW31,N32.90604 W3.92205,32.90604,3.92205,1062,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW3,REG,VB14SW32,N32.90614 W3.92153,32.90614,3.92153,1062,4/23/2015,April,Messor,0,0,,NWT
VB14SW3,REG,VB14SW32,N32.90614 W3.92153,32.90614,3.92153,1062,4/23/2015,April,Other,,0.043,,NWT
VB14SW3,REG,VB14SW32,N32.90614 W3.92153,32.90614,3.92153,1062,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW3,REG,VB14SW32,N32.90614 W3.92153,32.90614,3.92153,1062,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW3,REG,VB14SW33,N32.90567 W3.92146,32.90567,3.92146,1062,4/23/2015,April,Messor,0,0,,NWT
VB14SW3,REG,VB14SW33,N32.90567 W3.92146,32.90567,3.92146,1062,4/23/2015,April,Other,,0,,NWT
VB14SW3,REG,VB14SW33,N32.90567 W3.92146,32.90567,3.92146,1062,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW3,REG,VB14SW33,N32.90567 W3.92146,32.90567,3.92146,1062,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW3,REG,VB14SW34,N32.90561 W3.92193,32.90561,3.92193,1063,4/23/2015,April,Messor,0,0,,NWT
VB14SW3,REG,VB14SW34,N32.90561 W3.92193,32.90561,3.92193,1063,4/23/2015,April,Other,,0.09425,,NWT
VB14SW3,REG,VB14SW34,N32.90561 W3.92193,32.90561,3.92193,1063,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW3,REG,VB14SW34,N32.90561 W3.92193,32.90561,3.92193,1063,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW4,EPA,VB14SW41,N32.90579 W3.94901,32.90579,3.94901,1048,4/23/2015,April,Messor,0,0,,NWT
VB14SW4,EPA,VB14SW41,N32.90579 W3.94901,32.90579,3.94901,1048,4/23/2015,April,Other,,0.08753,,NWT
VB14SW4,EPA,VB14SW41,N32.90579 W3.94901,32.90579,3.94901,1048,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW4,EPA,VB14SW41,N32.90579 W3.94901,32.90579,3.94901,1048,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW4,EPA,VB14SW42,N32.90572 W3.94846,32.90572,3.94846,1049,4/23/2015,April,Messor,0,0,,NWT
VB14SW4,EPA,VB14SW42,N32.90572 W3.94846,32.90572,3.94846,1049,4/23/2015,April,Other,,0.05706,,NWT
VB14SW4,EPA,VB14SW42,N32.90572 W3.94846,32.90572,3.94846,1049,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW4,EPA,VB14SW42,N32.90572 W3.94846,32.90572,3.94846,1049,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW4,EPA,VB14SW43,N32.90532 W3.94851,32.90532,3.94851,1049,4/23/2015,April,Messor,1,0.00059,,NWT
VB14SW4,EPA,VB14SW43,N32.90532 W3.94851,32.90532,3.94851,1049,4/23/2015,April,Other,,0.08382,,NWT
VB14SW4,EPA,VB14SW43,N32.90532 W3.94851,32.90532,3.94851,1049,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW4,EPA,VB14SW43,N32.90532 W3.94851,32.90532,3.94851,1049,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW4,EPA,VB14SW44,N32.90539 W3.94907,32.90539,3.94907,1049,4/23/2015,April,Messor,0,0,,NWT
VB14SW4,EPA,VB14SW44,N32.90539 W3.94907,32.90539,3.94907,1049,4/23/2015,April,Other,,0.09117,,NWT
VB14SW4,EPA,VB14SW44,N32.90539 W3.94907,32.90539,3.94907,1049,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW4,EPA,VB14SW44,N32.90539 W3.94907,32.90539,3.94907,1049,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW5,REG,VB14SW51,N32.91728 W3.93573,32.91728,3.93573,1040,4/23/2015,April,Messor,0,0,,NWT
VB14SW5,REG,VB14SW51,N32.91728 W3.93573,32.91728,3.93573,1040,4/23/2015,April,Other,,0.03819,,NWT
VB14SW5,REG,VB14SW51,N32.91728 W3.93573,32.91728,3.93573,1040,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW5,REG,VB14SW51,N32.91728 W3.93573,32.91728,3.93573,1040,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW5,REG,VB14SW52,N32.91685 W3.93563,32.91685,3.93563,1049,4/23/2015,April,Messor,0,0,,NWT
VB14SW5,REG,VB14SW52,N32.91685 W3.93563,32.91685,3.93563,1049,4/23/2015,April,Other,,0.04437,,NWT
VB14SW5,REG,VB14SW52,N32.91685 W3.93563,32.91685,3.93563,1049,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW5,REG,VB14SW52,N32.91685 W3.93563,32.91685,3.93563,1049,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW5,REG,VB14SW53,N32.91700 W3.93513,32.917,3.93513,1048,4/23/2015,April,Messor,0,0,,NWT
VB14SW5,REG,VB14SW53,N32.91700 W3.93513,32.917,3.93513,1048,4/23/2015,April,Other,,0.06527,,NWT
VB14SW5,REG,VB14SW53,N32.91700 W3.93513,32.917,3.93513,1048,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW5,REG,VB14SW53,N32.91700 W3.93513,32.917,3.93513,1048,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB14SW5,REG,VB14SW54,N32.91739 W3.93528,32.91739,3.93528,1048,4/23/2015,April,Messor,0,0,,NWT
VB14SW5,REG,VB14SW54,N32.91739 W3.93528,32.91739,3.93528,1048,4/23/2015,April,Other,,0.02079,,NWT
VB14SW5,REG,VB14SW54,N32.91739 W3.93528,32.91739,3.93528,1048,4/23/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB14SW5,REG,VB14SW54,N32.91739 W3.93528,32.91739,3.93528,1048,4/23/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,4/24/2015,April,Messor,0,0,,NWT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,4/24/2015,April,Other,,0.16519,,NWT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,4/24/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,4/24/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,4/24/2015,April,Messor,0,0,,NWT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,4/24/2015,April,Other,,0.05334,,NWT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,4/24/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,4/24/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,4/24/2015,April,Messor,0,0,,NWT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,4/24/2015,April,Other,,0.28058,,NWT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,4/24/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,4/24/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,4/24/2015,April,Messor,0,0,,NWT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,4/24/2015,April,Other,,0.04595,,NWT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,4/24/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,4/24/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,4/24/2015,April,Messor,0,0,,NWT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,4/24/2015,April,Other,,1.0466,,NWT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,4/24/2015,April,Tenebrionidae Diet,2,0.2036,Pot plein d'eau,NWT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,4/24/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,4/24/2015,April,Messor,0,0,,NWT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,4/24/2015,April,Other,,0.07484,,NWT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,4/24/2015,April,Tenebrionidae Diet,1,0.218,Pot plein d'eau,NWT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,4/24/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,4/24/2015,April,Messor,0,0,,NWT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,4/24/2015,April,Other,,0.0158,,NWT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,4/24/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,4/24/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,4/24/2015,April,Messor,0,0,,NWT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,4/24/2015,April,Other,,0.16126,,NWT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,4/24/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,4/24/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,4/24/2015,April,Messor,0,0,,NWT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,4/24/2015,April,Other,,0.083,,NWT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,4/24/2015,April,Tenebrionidae Diet,0,0,Pot plein d'eau,NWT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,4/24/2015,April,Tenebrionidae Other,0,0,,NWT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,4/24/2015,April,Messor,0,0,,NWT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,4/24/2015,April,Other,,0.27238,,NWT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,4/24/2015,April,Tenebrionidae Diet,1,0.00973,Pot plein d'eau,NWT
