Station,Habitat,Trap code,Coord.,Longitude,Latitude,Alt.,Date,Period,Fraction,Number,Dry weights (g),Comments,Status
WC24NE5,ALF,WC24NE54,N33.86694 W2.70239,33.86694,2.70239,1332,11/3/2015,October,Messor,0,0,,WT
WC24NE5,ALF,WC24NE54,N33.86694 W2.70239,33.86694,2.70239,1332,11/3/2015,October,Other,,0.05778,,WT
WC24NE5,ALF,WC24NE54,N33.86694 W2.70239,33.86694,2.70239,1332,11/3/2015,October,Tenebrionidae Diet,0,0,,WT
WC24NE5,ALF,WC24NE54,N33.86694 W2.70239,33.86694,2.70239,1332,11/3/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,11/4/2015,October,Messor,0,0,,WT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,11/4/2015,October,Other,,0.30696,,WT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,11/4/2015,October,Tenebrionidae Diet,1,0.08728,,WT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,32.74766,4.00092,1243,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,11/4/2015,October,Messor,0,0,,BP
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,11/4/2015,October,Other,,0.04387,,BP
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,11/4/2015,October,Tenebrionidae Diet,0,0,,BP
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,32.74736,4.00046,1239,11/4/2015,October,Tenebrionidae Other,0,0,,BP
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,11/4/2015,October,Messor,0,0,,WT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,11/4/2015,October,Other,,0.13994,,WT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,11/4/2015,October,Tenebrionidae Diet,2,0.01102,,WT
VB02SE1,REG,VB02SE13,N32.74702 W4.00076,32.74702,4.00076,1242,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,11/4/2015,October,Messor,0,0,,WT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,11/4/2015,October,Other,,0.06927,,WT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,32.74727,4.00115,1244,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,11/4/2015,October,Messor,0,0,,WT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,11/4/2015,October,Other,,0.07077,,WT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,32.74785,3.97404,1248,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,11/4/2015,October,Messor,1,0.00196,,WT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,11/4/2015,October,Other,,0.30166,,WT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,11/4/2015,October,Tenebrionidae Diet,1,0.10795,,WT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,32.74783,3.97352,1249,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,11/4/2015,October,Messor,1,0.00174,,WT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,11/4/2015,October,Other,,0.31216,,WT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,11/4/2015,October,Tenebrionidae Diet,1,0.10943,,WT
VB02SE2,REG,VB02SE23,N32.74735 W3.97371,32.74735,3.97371,1251,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,11/4/2015,October,Messor,0,0,,WT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,11/4/2015,October,Other,,0.04235,,WT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE2,REG,VB02SE24,N32.74743 W3.97413,32.74743,3.97413,1251,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,11/4/2015,October,Messor,0,0,,WT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,11/4/2015,October,Other,,0.28477,,WT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,32.72507,3.97363,1310,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,11/4/2015,October,Messor,1,0.00175,,WT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,11/4/2015,October,Other,,0.20963,,WT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,32.72493,3.97316,1310,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,32.72454,3.97339,1310,11/4/2015,October,Messor,0,0,,WT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,32.72454,3.97339,1310,11/4/2015,October,Other,,0.33281,,WT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,32.72454,3.97339,1310,11/4/2015,October,Tenebrionidae Diet,1,0.00695,,WT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,32.72454,3.97339,1310,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,32.72474,3.97383,1311,11/4/2015,October,Messor,0,0,,WT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,32.72474,3.97383,1311,11/4/2015,October,Other,,0.09534,,WT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,32.72474,3.97383,1311,11/4/2015,October,Tenebrionidae Diet,6,0.62136,,WT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,32.72474,3.97383,1311,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,32.72484,4.00028,1308,11/4/2015,October,Messor,0,0,,WT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,32.72484,4.00028,1308,11/4/2015,October,Other,,0.21642,,WT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,32.72484,4.00028,1308,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,32.72484,4.00028,1308,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE4,ALF,VB02SE42,N32.72478 W3.99975,32.72478,3.99975,1309,11/4/2015,October,Messor,0,0,,WT
VB02SE4,ALF,VB02SE42,N32.72478 W3.99975,32.72478,3.99975,1309,11/4/2015,October,Other,,0.04167,,WT
VB02SE4,ALF,VB02SE42,N32.72478 W3.99975,32.72478,3.99975,1309,11/4/2015,October,Tenebrionidae Diet,1,0.08148,,WT
VB02SE4,ALF,VB02SE42,N32.72478 W3.99975,32.72478,3.99975,1309,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,32.72429,3.9998,1307,11/4/2015,October,Messor,9,0.00672,,WT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,32.72429,3.9998,1307,11/4/2015,October,Other,,0.09078,,WT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,32.72429,3.9998,1307,11/4/2015,October,Tenebrionidae Diet,1,0.00933,,WT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,32.72429,3.9998,1307,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,32.72434,4.00026,1305,11/4/2015,October,Messor,0,0,,WT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,32.72434,4.00026,1305,11/4/2015,October,Other,,0.34266,,WT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,32.72434,4.00026,1305,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,32.72434,4.00026,1305,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,32.7364,3.98738,1271,11/4/2015,October,Messor,3,0.00599,,WT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,32.7364,3.98738,1271,11/4/2015,October,Other,,0.36148,,WT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,32.7364,3.98738,1271,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,32.7364,3.98738,1271,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,32.73637,3.98682,1271,11/4/2015,October,Messor,8,0.01505,,WT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,32.73637,3.98682,1271,11/4/2015,October,Other,,0.21483,,WT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,32.73637,3.98682,1271,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,32.73637,3.98682,1271,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,32.7359,3.98689,1271,11/4/2015,October,Messor,5,0.00622,,WT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,32.7359,3.98689,1271,11/4/2015,October,Other,,0.44327,,WT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,32.7359,3.98689,1271,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,32.7359,3.98689,1271,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,32.73597,3.98743,1269,11/4/2015,October,Messor,3,0.0028,,WT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,32.73597,3.98743,1269,11/4/2015,October,Other,,0.24956,,WT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,32.73597,3.98743,1269,11/4/2015,October,Tenebrionidae Diet,2,0.31206,,WT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,32.73597,3.98743,1269,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE1,REG,VB85SE11,N33.02225 W3.14701,33.02225,3.14701,1608,11/4/2015,October,Messor,4,0.00432,,WT
VB85SE1,REG,VB85SE11,N33.02225 W3.14701,33.02225,3.14701,1608,11/4/2015,October,Other,,0.05487,,WT
VB85SE1,REG,VB85SE11,N33.02225 W3.14701,33.02225,3.14701,1608,11/4/2015,October,Tenebrionidae Diet,1,0.12956,,WT
VB85SE1,REG,VB85SE11,N33.02225 W3.14701,33.02225,3.14701,1608,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE1,REG,VB85SE12,N33.02240 W3.14654,33.0224,3.14654,1611,11/4/2015,October,Messor,5,0.00567,,WT
VB85SE1,REG,VB85SE12,N33.02240 W3.14654,33.0224,3.14654,1611,11/4/2015,October,Other,,0.02864,,WT
VB85SE1,REG,VB85SE12,N33.02240 W3.14654,33.0224,3.14654,1611,11/4/2015,October,Tenebrionidae Diet,2,0.0479,,WT
VB85SE1,REG,VB85SE12,N33.02240 W3.14654,33.0224,3.14654,1611,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE1,REG,VB85SE13,N33.02195 W3.14638,33.02195,3.14638,1611,11/4/2015,October,Messor,68,0.08263,,WT
VB85SE1,REG,VB85SE13,N33.02195 W3.14638,33.02195,3.14638,1611,11/4/2015,October,Other,,0.10088,,WT
VB85SE1,REG,VB85SE13,N33.02195 W3.14638,33.02195,3.14638,1611,11/4/2015,October,Tenebrionidae Diet,2,0.12707,,WT
VB85SE1,REG,VB85SE13,N33.02195 W3.14638,33.02195,3.14638,1611,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE1,REG,VB85SE14,N33.02184 W3.14681,33.02184,3.14681,1614,11/4/2015,October,Messor,22,0.03041,,WT
VB85SE1,REG,VB85SE14,N33.02184 W3.14681,33.02184,3.14681,1614,11/4/2015,October,Other,,0.06233,,WT
VB85SE1,REG,VB85SE14,N33.02184 W3.14681,33.02184,3.14681,1614,11/4/2015,October,Tenebrionidae Diet,8,0.51642,,WT
VB85SE1,REG,VB85SE14,N33.02184 W3.14681,33.02184,3.14681,1614,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE2,REG,VB85SE21,N33.02230 W3.12067,33.0223,3.12067,1620,11/4/2015,October,Messor,94,0.09707,,WT
VB85SE2,REG,VB85SE21,N33.02230 W3.12067,33.0223,3.12067,1620,11/4/2015,October,Other,,0.31282,,WT
VB85SE2,REG,VB85SE21,N33.02230 W3.12067,33.0223,3.12067,1620,11/4/2015,October,Tenebrionidae Diet,3,0.17002,,WT
VB85SE2,REG,VB85SE21,N33.02230 W3.12067,33.0223,3.12067,1620,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE2,REG,VB85SE22,N33.02235 W3.12014,33.02235,3.12014,1622,11/4/2015,October,Messor,3,0.00283,,WT
VB85SE2,REG,VB85SE22,N33.02235 W3.12014,33.02235,3.12014,1622,11/4/2015,October,Other,,0.01368,,WT
VB85SE2,REG,VB85SE22,N33.02235 W3.12014,33.02235,3.12014,1622,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB85SE2,REG,VB85SE22,N33.02235 W3.12014,33.02235,3.12014,1622,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE2,REG,VB85SE23,N33.02197 W3.12003,33.02197,3.12003,1622,11/4/2015,October,Messor,7,0.00736,,WT
VB85SE2,REG,VB85SE23,N33.02197 W3.12003,33.02197,3.12003,1622,11/4/2015,October,Other,,0.01758,,WT
VB85SE2,REG,VB85SE23,N33.02197 W3.12003,33.02197,3.12003,1622,11/4/2015,October,Tenebrionidae Diet,2,0.09512,,WT
VB85SE2,REG,VB85SE23,N33.02197 W3.12003,33.02197,3.12003,1622,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE2,REG,VB85SE24,N33.02182 W3.12052,33.02182,3.12052,1620,11/4/2015,October,Messor,,,Jar disappeared,NWT
VB85SE2,REG,VB85SE24,N33.02182 W3.12052,33.02182,3.12052,1620,11/4/2015,October,Other,,,Jar disappeared,NWT
VB85SE2,REG,VB85SE24,N33.02182 W3.12052,33.02182,3.12052,1620,11/4/2015,October,Tenebrionidae Diet,,,Jar disappeared,NWT
VB85SE2,REG,VB85SE24,N33.02182 W3.12052,33.02182,3.12052,1620,11/4/2015,October,Tenebrionidae Other,,,Jar disappeared,NWT
VB85SE3,REG,VB85SE31,N32.99997 W3.12066,32.99997,3.12066,1627,11/4/2015,October,Messor,0,0,,WT
VB85SE3,REG,VB85SE31,N32.99997 W3.12066,32.99997,3.12066,1627,11/4/2015,October,Other,,0.09,,WT
VB85SE3,REG,VB85SE31,N32.99997 W3.12066,32.99997,3.12066,1627,11/4/2015,October,Tenebrionidae Diet,4,0.31863,,WT
VB85SE3,REG,VB85SE31,N32.99997 W3.12066,32.99997,3.12066,1627,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE3,REG,VB85SE32,N32.99995 W3.12010,32.99995,3.1201,1632,11/4/2015,October,Messor,6,0.00943,,WT
VB85SE3,REG,VB85SE32,N32.99995 W3.12010,32.99995,3.1201,1632,11/4/2015,October,Other,,0.0067,,WT
VB85SE3,REG,VB85SE32,N32.99995 W3.12010,32.99995,3.1201,1632,11/4/2015,October,Tenebrionidae Diet,7,0.42811,,WT
VB85SE3,REG,VB85SE32,N32.99995 W3.12010,32.99995,3.1201,1632,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE3,REG,VB85SE33,N32.99948 W3.12014,32.99948,3.12014,1630,11/4/2015,October,Messor,11,0.01957,,WT
VB85SE3,REG,VB85SE33,N32.99948 W3.12014,32.99948,3.12014,1630,11/4/2015,October,Other,,0.01209,,WT
VB85SE3,REG,VB85SE33,N32.99948 W3.12014,32.99948,3.12014,1630,11/4/2015,October,Tenebrionidae Diet,2,0.147,,WT
VB85SE3,REG,VB85SE33,N32.99948 W3.12014,32.99948,3.12014,1630,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE3,REG,VB85SE34,N32.99953 W3.12060,32.99953,3.1206,1626,11/4/2015,October,Messor,9,0.00876,,WT
VB85SE3,REG,VB85SE34,N32.99953 W3.12060,32.99953,3.1206,1626,11/4/2015,October,Other,,0.02821,,WT
VB85SE3,REG,VB85SE34,N32.99953 W3.12060,32.99953,3.1206,1626,11/4/2015,October,Tenebrionidae Diet,5,0.30834,,WT
VB85SE3,REG,VB85SE34,N32.99953 W3.12060,32.99953,3.1206,1626,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE4,REG,VB85SE41,N32.99953 W3.14716,32.99953,3.14716,1640,11/4/2015,October,Messor,0,0,,WT
VB85SE4,REG,VB85SE41,N32.99953 W3.14716,32.99953,3.14716,1640,11/4/2015,October,Other,,0.04442,,WT
VB85SE4,REG,VB85SE41,N32.99953 W3.14716,32.99953,3.14716,1640,11/4/2015,October,Tenebrionidae Diet,1,0.08261,,WT
VB85SE4,REG,VB85SE41,N32.99953 W3.14716,32.99953,3.14716,1640,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE4,REG,VB85SE42,N32.99926 W3.14677,32.99926,3.14677,1642,11/4/2015,October,Messor,59,0.0812,,WT
VB85SE4,REG,VB85SE42,N32.99926 W3.14677,32.99926,3.14677,1642,11/4/2015,October,Other,,1.16568,,WT
VB85SE4,REG,VB85SE42,N32.99926 W3.14677,32.99926,3.14677,1642,11/4/2015,October,Tenebrionidae Diet,4,0.27807,,WT
VB85SE4,REG,VB85SE42,N32.99926 W3.14677,32.99926,3.14677,1642,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE4,REG,VB85SE43,N32.99884 W3.14708,32.99884,3.14708,1643,11/4/2015,October,Messor,24,0.03318,,WT
VB85SE4,REG,VB85SE43,N32.99884 W3.14708,32.99884,3.14708,1643,11/4/2015,October,Other,,0.01123,,WT
VB85SE4,REG,VB85SE43,N32.99884 W3.14708,32.99884,3.14708,1643,11/4/2015,October,Tenebrionidae Diet,1,0.04983,,WT
VB85SE4,REG,VB85SE43,N32.99884 W3.14708,32.99884,3.14708,1643,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE4,REG,VB85SE44,N32.99907 W3.14739,32.99907,3.14739,1637,11/4/2015,October,Messor,0,0,,WT
VB85SE4,REG,VB85SE44,N32.99907 W3.14739,32.99907,3.14739,1637,11/4/2015,October,Other,,0.04595,,WT
VB85SE4,REG,VB85SE44,N32.99907 W3.14739,32.99907,3.14739,1637,11/4/2015,October,Tenebrionidae Diet,1,0.08856,,WT
VB85SE4,REG,VB85SE44,N32.99907 W3.14739,32.99907,3.14739,1637,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE5,REG,VB85SE51,N33.01084 W3.13399,33.01084,3.13399,1624,11/4/2015,October,Messor,3,0.00373,,WT
VB85SE5,REG,VB85SE51,N33.01084 W3.13399,33.01084,3.13399,1624,11/4/2015,October,Other,,0.06143,,WT
VB85SE5,REG,VB85SE51,N33.01084 W3.13399,33.01084,3.13399,1624,11/4/2015,October,Tenebrionidae Diet,0,0,,WT
VB85SE5,REG,VB85SE51,N33.01084 W3.13399,33.01084,3.13399,1624,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE5,REG,VB85SE52,N33.01053 W3.13369,33.01053,3.13369,1623,11/4/2015,October,Messor,2,0.00516,,WT
VB85SE5,REG,VB85SE52,N33.01053 W3.13369,33.01053,3.13369,1623,11/4/2015,October,Other,,0.00239,,WT
VB85SE5,REG,VB85SE52,N33.01053 W3.13369,33.01053,3.13369,1623,11/4/2015,October,Tenebrionidae Diet,3,0.29695,,WT
VB85SE5,REG,VB85SE52,N33.01053 W3.13369,33.01053,3.13369,1623,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE5,REG,VB85SE53,N33.01022 W3.13411,33.01022,3.13411,1625,11/4/2015,October,Messor,0,0,,WT
VB85SE5,REG,VB85SE53,N33.01022 W3.13411,33.01022,3.13411,1625,11/4/2015,October,Other,,0,,WT
VB85SE5,REG,VB85SE53,N33.01022 W3.13411,33.01022,3.13411,1625,11/4/2015,October,Tenebrionidae Diet,3,0.25673,,WT
VB85SE5,REG,VB85SE53,N33.01022 W3.13411,33.01022,3.13411,1625,11/4/2015,October,Tenebrionidae Other,0,0,,WT
VB85SE5,REG,VB85SE54,N33.01048 W3.13434,33.01048,3.13434,1627,11/4/2015,October,Messor,1,0.00247,,WT
VB85SE5,REG,VB85SE54,N33.01048 W3.13434,33.01048,3.13434,1627,11/4/2015,October,Other,,0,,WT
VB85SE5,REG,VB85SE54,N33.01048 W3.13434,33.01048,3.13434,1627,11/4/2015,October,Tenebrionidae Diet,2,0.17026,,WT
VB85SE5,REG,VB85SE54,N33.01048 W3.13434,33.01048,3.13434,1627,11/4/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,32.91747,4.91167,1509,11/5/2015,October,Messor,0,0,,WT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,32.91747,4.91167,1509,11/5/2015,October,Other,,0.00518,,WT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,32.91747,4.91167,1509,11/5/2015,October,Tenebrionidae Diet,1,0.03137,,WT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,32.91747,4.91167,1509,11/5/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,32.91754,4.91112,1524,11/5/2015,October,Messor,0,0,,WT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,32.91754,4.91112,1524,11/5/2015,October,Other,,0.06088,,WT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,32.91754,4.91112,1524,11/5/2015,October,Tenebrionidae Diet,2,0.09827,,WT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,32.91754,4.91112,1524,11/5/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,32.91713,4.91102,1525,11/5/2015,October,Messor,0,0,,WT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,32.91713,4.91102,1525,11/5/2015,October,Other,,0.0536,,WT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,32.91713,4.91102,1525,11/5/2015,October,Tenebrionidae Diet,6,0.30609,,WT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,32.91713,4.91102,1525,11/5/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,32.91705,4.91159,1525,11/5/2015,October,Messor,0,0,,WT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,32.91705,4.91159,1525,11/5/2015,October,Other,,0.02997,,WT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,32.91705,4.91159,1525,11/5/2015,October,Tenebrionidae Diet,0,0,,WT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,32.91705,4.91159,1525,11/5/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,32.91781,4.88501,1517,11/5/2015,October,Messor,1,0.00051,,WT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,32.91781,4.88501,1517,11/5/2015,October,Other,,0.00369,,WT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,32.91781,4.88501,1517,11/5/2015,October,Tenebrionidae Diet,1,0.03367,,WT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,32.91781,4.88501,1517,11/5/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,32.91751,4.8846,1520,11/5/2015,October,Messor,0,0,,WT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,32.91751,4.8846,1520,11/5/2015,October,Other,,0.00636,,WT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,32.91751,4.8846,1520,11/5/2015,October,Tenebrionidae Diet,0,0,,WT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,32.91751,4.8846,1520,11/5/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,32.91723,4.88494,1515,11/5/2015,October,Messor,0,0,,WT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,32.91723,4.88494,1515,11/5/2015,October,Other,,0.02066,,WT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,32.91723,4.88494,1515,11/5/2015,October,Tenebrionidae Diet,0,0,,WT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,32.91723,4.88494,1515,11/5/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW2,REG,UB24SW24,N32.91750 W4.88533,32.9175,4.88533,1511,11/5/2015,October,Messor,0,0,,WT
UB24SW2,REG,UB24SW24,N32.91750 W4.88533,32.9175,4.88533,1511,11/5/2015,October,Other,,0.00067,,WT
UB24SW2,REG,UB24SW24,N32.91750 W4.88533,32.9175,4.88533,1511,11/5/2015,October,Tenebrionidae Diet,0,0,,WT
UB24SW2,REG,UB24SW24,N32.91750 W4.88533,32.9175,4.88533,1511,11/5/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW3,EPA,UB24SW31,N32.89505 W4.88427,32.89505,4.88427,1446,11/5/2015,October,Messor,0,0,,WT
UB24SW3,EPA,UB24SW31,N32.89505 W4.88427,32.89505,4.88427,1446,11/5/2015,October,Other,,0.0164,,WT
UB24SW3,EPA,UB24SW31,N32.89505 W4.88427,32.89505,4.88427,1446,11/5/2015,October,Tenebrionidae Diet,3,0.09423,,WT
UB24SW3,EPA,UB24SW31,N32.89505 W4.88427,32.89505,4.88427,1446,11/5/2015,October,Tenebrionidae Other,0,0,,WT
UB24SW3,EPA,UB24SW32,N32.89506 W4.88386,32.89506,4.88386,1450,11/5/2015,October,Messor,0,0,,WT
UB24SW3,EPA,UB24SW32,N32.89506 W4.88386,32.89506,4.88386,1450,11/5/2015,October,Other,,0.00116,,WT
UB24SW3,EPA,UB24SW32,N32.89506 W4.88386,32.89506,4.88386,1450,11/5/2015,October,Tenebrionidae Diet,6,0.23321,,WT
UB24SW3,EPA,UB24SW32,N32.89506 W4.88386,32.89506,4.88386,1450,11/5/2015,October,Tenebrionidae Other,0,0,,WT
