Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Houbara_Observation_Station_Name,Houbara_Observation_Station_Latitude,Houbara_Observation_Station_Longitude,Houbara_Number
TAM103,32.458,-2.330,TA103,16/01/2002 15:21:00,32.45769,-2.32987,NULL,NULL,NULL,NULL
TAM083,32.431,-2.328,TA083,16/01/2002 16:05:00,32.43143,-2.32798,TA083A,32.43698,-2.3306,1
TAM169,32.540,-2.328,TA169,16/01/2002 16:12:00,32.5396,-2.32806,NULL,NULL,NULL,NULL
TAM168,32.540,-2.361,TA168,16/01/2002 16:57:00,32.53962,-2.36099,NULL,NULL,NULL,NULL
TAM123,32.485,-2.361,TA123,17/01/2002 07:51:00,32.48538,-2.36137,NULL,NULL,NULL,NULL
TAM193,32.566,-2.329,TA193,17/01/2002 08:02:00,32.5658,-2.32901,NULL,NULL,NULL,NULL
TAM124,32.485,-2.330,TA124,17/01/2002 08:42:00,32.48533,-2.32965,TA124A,32.49664,-2.33573,5
TAM194,32.566,-2.297,TA194,17/01/2002 08:50:00,32.56641,-2.297,NULL,NULL,NULL,NULL
TAM125,32.484,-2.294,TA125,17/01/2002 09:35:00,32.48357,-2.29378,NULL,NULL,NULL,NULL
TAM170,32.539,-2.296,TA170,17/01/2002 09:45:00,32.53852,-2.2956,NULL,NULL,NULL,NULL
TAM147,32.511,-2.299,TA147,17/01/2002 10:30:00,32.51108,-2.29915,NULL,NULL,NULL,NULL
TAM068,32.403,-2.202,TA068,17/01/2002 15:09:00,32.40349,-2.20247,NULL,NULL,NULL,NULL
TAM212,32.592,-2.200,TA212,17/01/2002 15:36:00,32.59159,-2.19982,NULL,NULL,NULL,NULL
TAM067,32.404,-2.234,TA067,17/01/2002 15:51:00,32.40361,-2.23435,NULL,NULL,NULL,NULL
TAM211,32.594,-2.232,TA211,17/01/2002 16:31:00,32.59362,-2.23153,NULL,NULL,NULL,NULL
TAM066,32.404,-2.266,TA066,17/01/2002 16:37:00,32.40385,-2.26623,NULL,NULL,NULL,NULL
TAM065,32.406,-2.295,TA065,18/01/2002 07:38:00,32.40592,-2.29465,NULL,NULL,NULL,NULL
TAM196,32.567,-2.234,TA196,18/01/2002 07:49:00,32.56716,-2.23387,NULL,NULL,NULL,NULL
TAM084,32.431,-2.297,TA084,18/01/2002 08:17:00,32.43074,-2.29744,TA084A,32.43506,-2.2952,6
TAM195,32.566,-2.264,TA195,18/01/2002 08:41:00,32.56638,-2.26432,NULL,NULL,NULL,NULL
TAM085,32.431,-2.266,TA085,18/01/2002 09:18:00,32.43086,-2.26595,NULL,NULL,NULL,NULL
TAM171,32.539,-2.266,TA171,18/01/2002 09:30:00,32.53918,-2.26555,NULL,NULL,NULL,NULL
TAM086,32.431,-2.234,TA086,18/01/2002 10:07:00,32.43075,-2.23415,NULL,NULL,NULL,NULL
TAM104,32.458,-2.298,TA104,18/01/2002 15:15:00,32.45817,-2.29775,NULL,NULL,NULL,NULL
TAM172,32.539,-2.235,TA172,18/01/2002 15:26:00,32.53894,-2.23463,NULL,NULL,NULL,NULL
TAM105,32.458,-2.266,TA105,18/01/2002 15:58:00,32.45801,-2.26577,NULL,NULL,NULL,NULL
TAM149,32.512,-2.234,TA149,18/01/2002 16:16:00,32.51238,-2.23361,NULL,NULL,NULL,NULL
TAM106,32.457,-2.236,TA106,18/01/2002 16:40:00,32.45747,-2.23647,NULL,NULL,NULL,NULL
TAM148,32.512,-2.265,TA148,18/01/2002 16:55:00,32.51196,-2.26531,NULL,NULL,NULL,NULL
TAM089,32.430,-2.139,TA089,19/01/2002 07:28:00,32.43008,-2.13863,NULL,NULL,NULL,NULL
TAM109,32.457,-2.138,TA109,19/01/2002 08:11:00,32.45737,-2.13788,NULL,NULL,NULL,NULL
TAM127,32.482,-2.233,TA127,19/01/2002 08:23:00,32.482,-2.23301,NULL,NULL,NULL,NULL
TAM110,32.457,-2.106,TA110,19/01/2002 08:49:00,32.45713,-2.10602,NULL,NULL,NULL,NULL
TAM126,32.485,-2.266,TA126,19/01/2002 09:05:00,32.48502,-2.2658,NULL,NULL,NULL,NULL
TAM131,32.484,-2.106,TA131,19/01/2002 09:26:00,32.48393,-2.10556,NULL,NULL,NULL,NULL
TAM155,32.511,-2.042,TA155,19/01/2002 15:34:00,32.51059,-2.04197,NULL,NULL,NULL,NULL
TAM132,32.482,-2.075,TA132,19/01/2002 16:18:00,32.48224,-2.07524,NULL,NULL,NULL,NULL
TAM019,32.323,-2.299,TA019,21/01/2002 07:33:00,32.3228,-2.29881,NULL,NULL,NULL,NULL
TAM050,32.376,-2.234,TA050,21/01/2002 07:37:00,32.37643,-2.23447,NULL,NULL,NULL,NULL
TAM018,32.323,-2.331,TA018,21/01/2002 08:12:00,32.323,-2.33073,TA018A,32.32473,-2.34017,1
TAM049,32.377,-2.266,TA049,21/01/2002 08:25:00,32.37744,-2.26619,NULL,NULL,NULL,NULL
TAM048,32.377,-2.298,TA048,21/01/2002 09:13:00,32.37734,-2.29828,NULL,NULL,NULL,NULL
TAM017,32.323,-2.363,TA017,21/01/2002 09:13:00,32.3232,-2.36253,NULL,NULL,NULL,NULL
TAM034,32.350,-2.267,TA034,21/01/2002 10:01:00,32.34963,-2.26679,NULL,NULL,NULL,NULL
TAM016,32.324,-2.395,TA016,21/01/2002 10:13:00,32.32385,-2.39464,NULL,NULL,NULL,NULL
TAM044,32.378,-2.426,TA044,21/01/2002 15:25:00,32.37772,-2.4255,NULL,NULL,NULL,NULL
TAM041,32.378,-2.522,TA041,21/01/2002 15:55:00,32.37785,-2.52188,NULL,NULL,NULL,NULL
TAM040,32.378,-2.554,TA040,21/01/2002 16:22:00,32.37811,-2.55358,NULL,NULL,NULL,NULL
TAM007,32.296,-2.363,TA007,21/01/2002 16:34:00,32.29617,-2.36303,NULL,NULL,NULL,NULL
TAM039,32.378,-2.585,TA039,21/01/2002 17:03:00,32.37828,-2.58549,NULL,NULL,NULL,NULL
TAM033,32.348,-2.297,TA033,22/01/2002 07:36:00,32.34812,-2.29725,NULL,NULL,NULL,NULL
TAM001,32.270,-2.458,TA001,22/01/2002 07:40:00,32.26976,-2.45836,NULL,NULL,NULL,NULL
TAM032,32.348,-2.329,TA032,22/01/2002 08:20:00,32.34772,-2.32904,NULL,NULL,NULL,NULL
TAM002,32.270,-2.427,TA002,22/01/2002 08:21:00,32.26966,-2.42666,NULL,NULL,NULL,NULL
TAM005,32.296,-2.426,TA005,22/01/2002 09:04:00,32.29586,-2.4264,NULL,NULL,NULL,NULL
TAM031,32.350,-2.363,TA031,22/01/2002 09:27:00,32.34975,-2.3626,NULL,NULL,NULL,NULL
TAM006,32.297,-2.396,TA006,22/01/2002 09:45:00,32.29714,-2.39588,NULL,NULL,NULL,NULL
TAM046,32.377,-2.362,TA046,22/01/2002 10:18:00,32.37682,-2.36195,NULL,NULL,NULL,NULL
TAM015,32.324,-2.425,TA015,22/01/2002 10:30:00,32.32413,-2.42519,NULL,NULL,NULL,NULL
TAM029,32.352,-2.430,TA029,22/01/2002 14:58:00,32.35224,-2.42971,NULL,NULL,NULL,NULL
TAM013,32.322,-2.488,TA013,22/01/2002 15:05:00,32.32224,-2.48802,NULL,NULL,NULL,NULL
TAM014,32.324,-2.458,TA014,22/01/2002 15:45:00,32.32365,-2.45818,NULL,NULL,NULL,NULL
TAM027,32.351,-2.490,TA027,22/01/2002 15:48:00,32.35093,-2.48957,NULL,NULL,NULL,NULL
TAM042,32.383,-2.491,TA042,22/01/2002 16:34:00,32.38252,-2.49125,NULL,NULL,NULL,NULL
TAM047,32.377,-2.331,TA047,22/01/2002 17:11:00,32.37745,-2.33064,NULL,NULL,NULL,NULL
TAM012,32.327,-2.524,TA012,23/01/2002 07:54:00,32.32736,-2.52413,NULL,NULL,NULL,NULL
TAM035,32.378,-2.713,TA035,23/01/2002 08:15:00,32.37777,-2.71266,NULL,NULL,NULL,NULL
TAM011,32.324,-2.554,TA011,23/01/2002 08:36:00,32.3239,-2.55382,NULL,NULL,NULL,NULL
TAM036,32.378,-2.681,TA036,23/01/2002 08:56:00,32.37833,-2.68092,NULL,NULL,NULL,NULL
TAM010,32.324,-2.586,TA010,23/01/2002 09:16:00,32.3241,-2.58557,NULL,NULL,NULL,NULL
TAM037,32.378,-2.649,TA037,23/01/2002 09:35:00,32.37829,-2.64941,NULL,NULL,NULL,NULL
TAM025,32.351,-2.554,TA025,23/01/2002 09:54:00,32.35112,-2.5536,NULL,NULL,NULL,NULL
TAM038,32.378,-2.617,TA038,23/01/2002 10:24:00,32.37824,-2.6172,NULL,NULL,NULL,NULL
TAM026,32.351,-2.522,TA026,23/01/2002 10:33:00,32.35097,-2.52176,NULL,NULL,NULL,NULL
TAM024,32.351,-2.586,TA024,23/01/2002 11:09:00,32.3508,-2.58635,NULL,NULL,NULL,NULL
GUE120,34.329,-3.050,GU120,28/01/2002 15:31:00,34.32931,-3.05022,NULL,NULL,NULL,NULL
GUE113,34.304,-3.082,GU113,28/01/2002 15:33:00,34.30434,-3.0817,NULL,NULL,NULL,NULL
GUE106,34.276,-3.049,GU106,28/01/2002 16:23:00,34.2764,-3.04909,NULL,NULL,NULL,NULL
GUE105,34.275,-3.080,GU105,28/01/2002 16:30:00,34.2747,-3.07969,NULL,NULL,NULL,NULL
GUE018,34.087,-3.210,GU18,29/01/2002 07:42:00,34.0874,-3.20982,NULL,NULL,NULL,NULL
GUE040,34.141,-3.210,GU040,29/01/2002 07:43:00,34.1414,-3.20952,NULL,NULL,NULL,NULL
GUE019,34.086,-3.174,GU19,29/01/2002 08:28:00,34.08631,-3.1739,NULL,NULL,NULL,NULL
GUE041,34.142,-3.178,GU041,29/01/2002 08:37:00,34.14176,-3.17807,NULL,NULL,NULL,NULL
GUE020,34.085,-3.146,GU20,29/01/2002 08:51:00,34.08485,-3.14612,NULL,NULL,NULL,NULL
GUE042,34.141,-3.146,GU042,29/01/2002 09:24:00,34.14123,-3.14578,NULL,NULL,NULL,NULL
GUE021,34.086,-3.114,GU21,29/01/2002 09:31:00,34.08614,-3.11395,NULL,NULL,NULL,NULL
GUE043,34.141,-3.113,GU043,29/01/2002 10:14:00,34.14121,-3.11345,NULL,NULL,NULL,NULL
GUE022,34.086,-3.083,GU22,29/01/2002 15:24:00,34.08582,-3.08272,NULL,NULL,NULL,NULL
GUE044,34.142,-3.082,GU044,29/01/2002 15:41:00,34.14184,-3.08155,NULL,NULL,NULL,NULL
GUE045,34.141,-3.050,GU045,29/01/2002 16:25:00,34.14107,-3.04991,NULL,NULL,NULL,NULL
GUE023,34.087,-3.049,GU23,29/01/2002 16:26:00,34.08743,-3.04934,NULL,NULL,NULL,NULL
GUE053,34.168,-3.212,GU053,30/01/2002 07:46:00,34.16798,-3.21186,NULL,NULL,NULL,NULL
GUE055,34.171,-3.145,GU055,30/01/2002 09:22:00,34.17134,-3.1446,NULL,NULL,NULL,NULL
GUE056,34.169,-3.113,GU056,30/01/2002 10:07:00,34.16859,-3.11341,NULL,NULL,NULL,NULL
GUE069,34.196,-3.113,GU069,30/01/2002 16:01:00,34.19563,-3.11308,NULL,NULL,NULL,NULL
GUE068,34.197,-3.144,GU068,30/01/2002 16:46:00,34.19661,-3.14449,NULL,NULL,NULL,NULL
GUE029,34.114,-3.206,GU29,31/01/2002 07:35:00,34.11435,-3.20644,NULL,NULL,NULL,NULL
GUE013,34.061,-3.178,GU013,31/01/2002 07:54:00,34.06104,-3.17802,NULL,NULL,NULL,NULL
GUE030,34.115,-3.178,GU30,31/01/2002 08:24:00,34.11457,-3.17783,NULL,NULL,NULL,NULL
GUE014,34.061,-3.146,GU014,31/01/2002 08:42:00,34.0606,-3.14571,NULL,NULL,NULL,NULL
GUE031,34.116,-3.143,GU31,31/01/2002 09:21:00,34.11584,-3.14346,NULL,NULL,NULL,NULL
GUE015,34.061,-3.113,GU015,31/01/2002 09:34:00,34.06073,-3.11328,NULL,NULL,NULL,NULL
GUE032,34.118,-3.108,GU32,31/01/2002 10:10:00,34.11794,-3.10828,NULL,NULL,NULL,NULL
GUE033,34.115,-3.082,GU33,31/01/2002 15:12:00,34.11458,-3.08161,NULL,NULL,NULL,NULL
GUE009,34.033,-3.146,GU009,31/01/2002 15:17:00,34.03302,-3.14613,NULL,NULL,NULL,NULL
GUE034,34.115,-3.048,GU34,31/01/2002 16:07:00,34.11479,-3.04822,NULL,NULL,NULL,NULL
GUE008,34.034,-3.178,GU008,31/01/2002 16:17:00,34.03358,-3.1778,NULL,NULL,NULL,NULL
GUE035,34.114,-3.016,GU35,31/01/2002 16:48:00,34.11438,-3.01631,NULL,NULL,NULL,NULL
GUE065,34.195,-3.239,GU65,1/2/2002 7:46,34.19495,-3.23939,NULL,NULL,NULL,NULL
GUE071,34.195,-3.050,GU071,1/2/2002 8:24,34.19536,-3.04951,NULL,NULL,NULL,NULL
GUE066,34.196,-3.209,GU66,1/2/2002 9:01,34.19595,-3.20902,NULL,NULL,NULL,NULL
GUE072,34.195,-3.020,GU072,1/2/2002 9:36,34.19454,-3.02013,NULL,NULL,NULL,NULL
GUE067,34.202,-3.177,GU67,1/2/2002 9:46,34.20201,-3.17741,NULL,NULL,NULL,NULL
GUE082,34.221,-3.112,GU82,1/2/2002 15:16,34.22108,-3.11167,NULL,NULL,NULL,NULL
GUE084,34.221,-3.050,GU084,1/2/2002 15:33,34.22131,-3.05026,NULL,NULL,NULL,NULL
GUE094,34.248,-3.116,GU94,1/2/2002 16:03,34.24771,-3.11607,NULL,NULL,NULL,NULL
GUE095,34.249,-3.079,GU095,1/2/2002 16:22,34.24866,-3.07948,NULL,NULL,NULL,NULL
BAT001,33.069,-4.011,BA01,4/2/2002 15:07,33.06894,-4.01067,NULL,NULL,NULL,NULL
BAT015,33.175,-4.106,BA15,4/2/2002 15:34,33.1755,-4.10633,NULL,NULL,NULL,NULL
BAT002,33.096,-4.011,BA02,4/2/2002 15:51,33.096,-4.0107,NULL,NULL,NULL,NULL
BAT004,33.124,-4.074,BA04,4/2/2002 16:23,33.12368,-4.07446,NULL,NULL,NULL,NULL
BAT003,33.096,-3.978,BA03,4/2/2002 16:35,33.09611,-3.97753,NULL,NULL,NULL,NULL
BAT021,33.178,-3.914,BA21,5/2/2002 7:21,33.1777,-3.91404,BA21B,33.18666,-3.91421,2
BAT021,33.178,-3.914,BA21,5/2/2002 7:21,33.1777,-3.91404,BA21C,33.18188,-3.92369,3
BAT021,33.178,-3.914,BA21,5/2/2002 7:21,33.1777,-3.91404,BA21A,33.18793,-3.91857,1
BAT021,33.178,-3.914,BA21,5/2/2002 7:21,33.1777,-3.91404,BA21E,33.17355,-3.91266,1
BAT021,33.178,-3.914,BA21,5/2/2002 7:21,33.1777,-3.91404,BA21D,33.20038,-3.90877,1
BAT008,33.123,-3.946,BA08,5/2/2002 7:30,33.12294,-3.9461,NULL,NULL,NULL,NULL
BAT007,33.123,-3.977,BA07,5/2/2002 8:17,33.12346,-3.97678,BA07A,33.13527,-3.99358,1
BAT007,33.123,-3.977,BA07,5/2/2002 8:17,33.12346,-3.97678,BA07B,33.1332,-4.01634,1
BAT006,33.123,-4.011,BA06,5/2/2002 9:15,33.1229,-4.01068,NULL,NULL,NULL,NULL
BAT020,33.176,-3.946,BA20,5/2/2002 9:59,33.17639,-3.94604,NULL,NULL,NULL,NULL
BAT005,33.123,-4.044,BA05,5/2/2002 10:01,33.12285,-4.04382,NULL,NULL,NULL,NULL
BAT009,33.151,-4.077,BA09,5/2/2002 15:08,33.15069,-4.07742,NULL,NULL,NULL,NULL
BAT014,33.150,-3.914,BA14,5/2/2002 15:19,33.15,-3.914,NULL,NULL,NULL,NULL
BAT010,33.149,-4.045,BA10,5/2/2002 15:51,33.14897,-4.04511,NULL,NULL,NULL,NULL
BAT013,33.150,-3.946,BA13,5/2/2002 16:08,33.14981,-3.94633,BA13A,33.14384,-3.94352,1
BAT011,33.150,-4.011,BA11,5/2/2002 16:34,33.15021,-4.01057,NULL,NULL,NULL,NULL
BAT012,33.150,-3.977,BA12,5/2/2002 17:08,33.15043,-3.97739,BA12A,33.15073,-3.98575,1
BAT012,33.150,-3.977,BA12,5/2/2002 17:08,33.15043,-3.97739,BA12B,33.15307,-3.97566,1
BAT030,33.204,-3.882,BA30,7/2/2002 7:19,33.20392,-3.88164,BA30A,33.20492,-3.88959,1
BAT019,33.177,-3.978,BA19,7/2/2002 7:24,33.17704,-3.97839,BA19B,33.17799,-3.98941,1
BAT019,33.177,-3.978,BA19,7/2/2002 7:24,33.17704,-3.97839,BA19A,33.16662,-3.97536,2
BAT029,33.203,-3.914,BA29,7/2/2002 8:14,33.20298,-3.91406,BA29B,33.20037,-3.92033,1
BAT029,33.203,-3.914,BA29,7/2/2002 8:14,33.20298,-3.91406,BA29A,33.20018,-3.9107,1
BAT018,33.176,-4.010,BA18,7/2/2002 8:24,33.17571,-4.00997,BA18A,33.17236,-3.99587,1
BAT028,33.204,-3.947,BA28,7/2/2002 9:12,33.20396,-3.94663,BA28A,33.19479,-3.94379,1
BAT017,33.178,-4.041,BA17,7/2/2002 9:25,33.17842,-4.04083,NULL,NULL,NULL,NULL
BAT027,33.206,-3.979,BA27,7/2/2002 10:09,33.20587,-3.97892,NULL,NULL,NULL,NULL
BAT035,33.233,-3.976,BA35,7/2/2002 15:50,33.23256,-3.97647,BA35A,33.24143,-3.97578,1
BAT016,33.177,-4.075,BA16,7/2/2002 16:07,33.17701,-4.07507,NULL,NULL,NULL,NULL
BAT025,33.203,-4.045,BA25,7/2/2002 17:03,33.20308,-4.04477,BA25B,33.20993,-4.05698,1
BAT025,33.203,-4.045,BA25,7/2/2002 17:03,33.20308,-4.04477,BA25A,33.20973,-4.04098,1
BAT034,33.231,-4.011,BA34,7/2/2002 17:07,33.23138,-4.01069,NULL,NULL,NULL,NULL
BAT039,33.231,-3.849,BA39,8/2/2002 7:30,33.23139,-3.84886,NULL,NULL,NULL,NULL
BAT038,33.231,-3.882,BA38,8/2/2002 8:16,33.23114,-3.88161,NULL,NULL,NULL,NULL
BAT037,33.231,-3.914,BA37,8/2/2002 10:09,33.23149,-3.91378,NULL,NULL,NULL,NULL
BAT056,33.286,-3.817,BA56,8/2/2002 15:26,33.28625,-3.81741,NULL,NULL,NULL,NULL
BAT026,33.207,-4.010,BA26,8/2/2002 15:37,33.20695,-4.01014,NULL,NULL,NULL,NULL
BAT055,33.285,-3.850,BA55,8/2/2002 16:13,33.2846,-3.85007,BA55A,33.28112,-3.8474,4
BAT055,33.285,-3.850,BA55,8/2/2002 16:13,33.2846,-3.85007,BA55D,33.28912,-3.85751,1
BAT055,33.285,-3.850,BA55,8/2/2002 16:13,33.2846,-3.85007,BA55E,33.29849,-3.85463,1
BAT055,33.285,-3.850,BA55,8/2/2002 16:13,33.2846,-3.85007,BA55B,33.2876,-3.85131,2
BAT055,33.285,-3.850,BA55,8/2/2002 16:13,33.2846,-3.85007,BA55C,33.27517,-3.85351,1
BAT033,33.230,-4.047,BA33,8/2/2002 17:07,33.23039,-4.04668,BA33A,33.22488,-4.03889,1
BAT048,33.259,-3.816,BA48,9/2/2002 7:30,33.25859,-3.81647,BA48A,33.25725,-3.84866,1
BAT047,33.258,-3.850,BA47,9/2/2002 8:19,33.25816,-3.85008,BA47B,33.25799,-3.86011,2
BAT047,33.258,-3.850,BA47,9/2/2002 8:19,33.25816,-3.85008,BA47A,33.25876,-3.86297,3
BAT047,33.258,-3.850,BA47,9/2/2002 8:19,33.25816,-3.85008,BA47C,33.26678,-3.86624,1
BAT046,33.258,-3.881,BA46,9/2/2002 9:19,33.25798,-3.88108,BA46A,33.25524,-3.88361,1
BAT046,33.258,-3.881,BA46,9/2/2002 9:19,33.25798,-3.88108,BA46B,33.25729,-3.88476,1
BAT045,33.258,-3.915,BA45,9/2/2002 10:20,33.25806,-3.91462,BA45A,33.26924,-3.91295,1
BAT054,33.286,-3.882,BA54,11/2/2002 7:34,33.28558,-3.88161,BA54C,33.2731,-3.88292,1
BAT054,33.286,-3.882,BA54,11/2/2002 7:34,33.28558,-3.88161,BA54B,33.27971,-3.87323,1
BAT054,33.286,-3.882,BA54,11/2/2002 7:34,33.28558,-3.88161,BA54A,33.28472,-3.88704,1
BAT053,33.286,-3.914,BA53,11/2/2002 8:51,33.28575,-3.91356,BA53B,33.2768,-3.92072,1
BAT053,33.286,-3.914,BA53,11/2/2002 8:51,33.28575,-3.91356,BA53C,33.27771,-3.927,1
BAT053,33.286,-3.914,BA53,11/2/2002 8:51,33.28575,-3.91356,BA53D,33.28637,-3.9207,1
BAT053,33.286,-3.914,BA53,11/2/2002 8:51,33.28575,-3.91356,BA53A,33.29075,-3.90334,1
BAT052,33.285,-3.946,BA52,11/2/2002 15:54,33.28472,-3.94644,NULL,NULL,NULL,NULL
BAT051,33.285,-3.978,BA51,11/2/2002 16:41,33.28503,-3.97791,NULL,NULL,NULL,NULL
BAT065,33.313,-3.784,BA65,12/2/2002 7:25,33.313,-3.7844,NULL,NULL,NULL,NULL
BAT064,33.312,-3.817,BA64,12/2/2002 8:05,33.31219,-3.81709,NULL,NULL,NULL,NULL
BAT063,33.311,-3.849,BA63,12/2/2002 8:50,33.31138,-3.84944,BA63A,33.30948,-3.86235,1
BAT062,33.312,-3.882,BA62,12/2/2002 9:45,33.31219,-3.88149,BA62A,33.31969,-3.87414,1
BAT061,33.313,-3.913,BA61,12/2/2002 15:11,33.31327,-3.91258,NULL,NULL,NULL,NULL
BAT060,33.313,-3.949,BA60,12/2/2002 16:30,33.31309,-3.94983,NULL,NULL,NULL,NULL
BAT059,33.312,-3.978,BA59,12/2/2002 17:19,33.31254,-3.97827,NULL,NULL,NULL,NULL
BAT072,33.338,-3.786,BA72,13/02/2002 07:25:00,33.33762,-3.78642,NULL,NULL,NULL,NULL
BAT071,33.338,-3.819,BA71,13/02/2002 08:15:00,33.33821,-3.81907,NULL,NULL,NULL,NULL
BAT070,33.339,-3.847,BA70,13/02/2002 08:57:00,33.33879,-3.84673,NULL,NULL,NULL,NULL
BAT069,33.339,-3.882,BA69,13/02/2002 09:38:00,33.33843,-3.88164,NULL,NULL,NULL,NULL
BAT036,33.230,-3.948,BA36,14/02/2002 07:25:00,33.22998,-3.94786,BA36A,33.23058,-3.94126,1
BAT036,33.230,-3.948,BA36,14/02/2002 07:25:00,33.22998,-3.94786,BA36B,33.24693,-3.94006,1
BAT044,33.258,-3.946,BA44,14/02/2002 08:28:00,33.25805,-3.94638,BA44D,33.26199,-3.94332,3
BAT044,33.258,-3.946,BA44,14/02/2002 08:28:00,33.25805,-3.94638,BA44A,33.25756,-3.94485,1
BAT044,33.258,-3.946,BA44,14/02/2002 08:28:00,33.25805,-3.94638,BA44C,33.26933,-3.94006,1
BAT044,33.258,-3.946,BA44,14/02/2002 08:28:00,33.25805,-3.94638,BA44B,33.25942,-3.94467,1
BAT044,33.258,-3.946,BA44,14/02/2002 08:28:00,33.25805,-3.94638,BA44E,33.26026,-3.94116,2
BAT043,33.260,-3.979,BA43,14/02/2002 10:02:00,33.25965,-3.97904,NULL,NULL,NULL,NULL
BAT068,33.336,-3.913,BA68,14/02/2002 14:56:00,33.33563,-3.91336,NULL,NULL,NULL,NULL
BAT067,33.345,-3.945,BA67,14/02/2002 15:36:00,33.34471,-3.9454,NULL,NULL,NULL,NULL
MAT281,33.810,-2.217,MA281,27/02/2002 08:15:00,33.81017,-2.21668,NULL,NULL,NULL,NULL
MAT247,33.756,-2.217,MA247,27/02/2002 08:28:00,33.75614,-2.21679,NULL,NULL,NULL,NULL
MAT245,33.756,-2.281,MA245,27/02/2002 08:59:00,33.75612,-2.281,NULL,NULL,NULL,NULL
MAT279,33.810,-2.281,MA279,27/02/2002 10:04:00,33.81018,-2.28094,NULL,NULL,NULL,NULL
MAT298,33.864,-2.345,MA298,27/02/2002 10:11:00,33.86419,-2.3451,NULL,NULL,NULL,NULL
MAT322,33.918,-2.281,MA322,27/02/2002 15:38:00,33.91829,-2.28098,NULL,NULL,NULL,NULL
MAT296,33.864,-2.409,MA296,27/02/2002 15:42:00,33.86425,-2.40937,NULL,NULL,NULL,NULL
MAT342,33.972,-2.281,MA342,27/02/2002 16:29:00,33.97237,-2.28096,NULL,NULL,NULL,NULL
MAT318,33.918,-2.409,MA318,27/02/2002 16:36:00,33.91828,-2.40933,NULL,NULL,NULL,NULL
MAT340,33.972,-2.345,MA340,27/02/2002 17:16:00,33.97232,-2.34514,MA340A,33.97021,-2.33826,1
MAT320,33.918,-2.345,MA320,27/02/2002 17:30:00,33.91832,-2.34517,NULL,NULL,NULL,NULL
MAT204,33.702,-2.281,MA204,28/02/2002 07:06:00,33.70204,-2.28096,NULL,NULL,NULL,NULL
MAT277,33.810,-2.345,MA277,28/02/2002 07:15:00,33.81019,-2.34514,NULL,NULL,NULL,NULL
MAT202,33.702,-2.345,MA202,28/02/2002 07:52:00,33.70211,-2.34516,NULL,NULL,NULL,NULL
MAT275,33.810,-2.409,MA275,28/02/2002 08:18:00,33.81017,-2.40937,NULL,NULL,NULL,NULL
MAT200,33.702,-2.409,MA200,28/02/2002 08:40:00,33.70207,-2.40928,NULL,NULL,NULL,NULL
MAT198,33.702,-2.474,MA198,28/02/2002 09:28:00,33.70207,-2.4735,NULL,NULL,NULL,NULL
MAT294,33.864,-2.473,MA294,28/02/2002 09:30:00,33.86422,-2.47345,NULL,NULL,NULL,NULL
MAT239,33.756,-2.474,MA239,28/02/2002 15:32:00,33.75615,-2.47345,MA239A,33.75816,-2.48115,2
MAT239,33.756,-2.474,MA239,28/02/2002 15:32:00,33.75615,-2.47345,MA239B,33.75838,-2.46633,1
MAT237,33.756,-2.538,MA237,28/02/2002 15:39:00,33.75616,-2.53769,NULL,NULL,NULL,NULL
MAT241,33.756,-2.409,MA241,28/02/2002 16:31:00,33.75614,-2.40932,NULL,NULL,NULL,NULL
MAT271,33.810,-2.538,MA271,28/02/2002 16:37:00,33.81013,-2.53766,MA271A,33.82372,-2.53469,1
MAT243,33.756,-2.345,MA243,28/02/2002 17:25:00,33.75617,-2.34516,NULL,NULL,NULL,NULL
MAT273,33.810,-2.473,MA273,28/02/2002 17:36:00,33.81014,-2.47349,NULL,NULL,NULL,NULL
MAT065,33.486,-2.473,MA65,2/3/2002 7:22,33.48581,-2.47347,NULL,NULL,NULL,NULL
MAT029,33.434,-2.538,MA29,2/3/2002 7:25,33.43429,-2.53821,MA29A,33.42626,-2.54603,1
MAT099,33.540,-2.474,MA99,2/3/2002 8:10,33.53992,-2.47353,NULL,NULL,NULL,NULL
MAT063,33.486,-2.538,MA63,2/3/2002 8:32,33.48587,-2.53769,MA63A,33.4804,-2.53356,1
MAT134,33.594,-2.409,MA134,2/3/2002 9:01,33.59395,-2.40934,NULL,NULL,NULL,NULL
MAT097,33.540,-2.538,MA97,2/3/2002 9:38,33.53994,-2.53772,NULL,NULL,NULL,NULL
MAT132,33.594,-2.474,MA132,2/3/2002 15:35,33.59395,-2.4735,NULL,NULL,NULL,NULL
MAT130,33.594,-2.538,MA130,2/3/2002 15:59,33.59401,-2.53771,NULL,NULL,NULL,NULL
MAT162,33.645,-2.536,MA162,2/3/2002 16:20,33.64506,-2.53637,NULL,NULL,NULL,NULL
MAT166,33.648,-2.409,MA166,2/3/2002 16:32,33.64797,-2.40935,NULL,NULL,NULL,NULL
MAT196,33.702,-2.538,MA196,2/3/2002 17:12,33.70207,-2.53766,NULL,NULL,NULL,NULL
MAT164,33.648,-2.474,MA164,2/3/2002 17:24,33.64798,-2.47351,NULL,NULL,NULL,NULL
